Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF2GH2CA,2020.12,2586.809,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2II1CA,2016.06,4033.792,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2016.09,4315.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2016.12,4340.522,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.03,3987.931,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.06,4171.03,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.09,4235.915,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.12,4882.255,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.03,4272.766,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.06,4574.029,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.09,5117.154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.12,4919.854,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.03,4598.353,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.06,4886.277,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.09,4727.79,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.12,5289.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.03,4635.949,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.06,3610.071,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.09,4036.891,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.12,4294.29,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2016.06,1970.738,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2016.09,2206.073,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2016.12,2125.183,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.03,2005.618,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.06,2130.263,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.09,2249.979,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.12,2102.66,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.03,2006.725,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.06,2035.142,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.09,2129.167,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.12,2232.89,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.03,2129.856,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.06,2300.842,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.09,2321.751,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.12,2423.456,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2020.03,2125.17,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2020.06,1851.64,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2020.09,2180.023,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2020.12,2505.609,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2LL1CA,2016.06,3666.144,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2016.09,3753.868,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2016.12,3883.048,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.03,3609.321,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.06,3755.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.09,3853.619,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2017.12,4244.373,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.03,3919.556,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.06,4239.028,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.09,4336.773,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2018.12,4788.088,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2019.03,4337.574,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2019.06,4499.564,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2019.09,4624.867,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2019.12,5075.438,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2020.03,4279.018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2020.06,3501.964,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2020.09,4316.113,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2LL1CA,2020.12,4880.191,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2016.06,4021.339,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2016.09,3942.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2016.12,4048.225,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2017.03,3863.504,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2017.06,4297.593,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2017.09,4290.188,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2017.12,4479.352,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2018.03,4157.549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2018.06,4740.408,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2018.09,4740.973,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2018.12,5049.7,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2019.03,4634.699,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2019.06,5191.417,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2019.09,5138.297,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2019.12,5338.202,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2020.03,4736.102,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2020.06,4372.731,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2020.09,5085.325,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN1CA,2020.12,5273.212,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF2MN2CA,2016.06,2052.551,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2016.09,2021.719,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2016.12,1981.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2017.03,1840.911,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2017.06,2244.945,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2017.09,2205.213,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2017.12,2280.958,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2018.03,2171.203,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2018.06,2677.136,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2018.09,2302.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2018.12,2400.784,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2019.03,2210.944,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2019.06,2388.433,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2019.09,2397.567,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2019.12,2445.759,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2020.03,2164.4,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2020.06,2122.386,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2020.09,2154.589,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2MN2CA,2020.12,1994.778,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2016.06,263.075,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2016.09,257.967,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2016.12,269.813,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2017.03,252.415,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2017.06,273.018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2017.09,281.884,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2017.12,275.156,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2018.03,257.718,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2018.06,273.013,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2018.09,292.676,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2018.12,284.101,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2019.03,262.626,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2019.06,279.077,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2019.09,325.261,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2019.12,322.311,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2020.03,293.901,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2020.06,231.894,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2020.09,287.145,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2PP1CA,2020.12,309.002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Education and Training,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2016.06,1468.732,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2016.09,1495.453,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2016.12,1406.741,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2017.03,1416.155,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2017.06,1515.218,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2017.09,1538.883,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2017.12,1539.485,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2018.03,1482.096,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2018.06,1669.13,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2018.09,1687.126,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2018.12,1577.766,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2019.03,1557.697,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2019.06,1741.591,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2019.09,1758.76,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2019.12,1796.746,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2020.03,1761.188,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2020.06,1705.672,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2020.09,2013.744,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2QQ1CA,2020.12,2022.907,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2016.06,571.562,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2016.09,573.242,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2016.12,623.546,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2017.03,575.078,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2017.06,607.575,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2017.09,586.347,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2017.12,603.444,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2018.03,621.422,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2018.06,649.2,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2018.09,652.041,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2018.12,709.224,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2019.03,674.433,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2019.06,682.74,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2019.09,675.864,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF2RS1CA,2019.12,744.659,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Arts and Recreation Services,Current prices,Unadjusted,
